order_no,booking_time,pickup_time,drop_off_time,driver_id,booking_pickup_latitude,booking_pickup_longitude,booking_destination_latitude,booking_destination_longitude,status,fare,surge_multiplier,customer_id,discount_amt,pickup_s2id_15,dropoff_s2id_15,pickup_s2id_14,dropoff_s2id_14,pickup_s2id_13,dropoff_s2id_13,trip_id,n_order,n_trip,n_cancel,time_period,weekend,wait_time_x,travel_time_x,wait_time_y,travel_time_y
RB-3048572109,2019-11-25 15:45:48,2019-11-25 15:56:55,2019-11-25 16:18:37,700739061.0,1.30560917,103.9046792,1.3052151,103.8329675,1,1000,1.0,126467,0.0,3592210533907955712,3592211749383700480,3592210534981697536,3592211746162475008,3592210539276664832,3592211741867507712,184,1,1,0,day_nonpeak,0,0 days 00:11:07,0 days 00:21:42,0 days 00:11:07,0 days 00:21:42
RB-3068392122,2019-11-30 14:47:58,2019-11-30 14:51:15,2019-11-30 15:25:32,700291603.0,1.33374,103.74573,1.30205,103.861841,1,1720,1.2,126485,0.0,3592201308318203904,3592211901855039488,3592201309391945728,3592211900781297664,3592201296507043840,3592211913666199552,185,1,1,0,day_nonpeak,1,0 days 00:03:17,0 days 00:34:17,0 days 00:03:17,0 days 00:34:17
RB-3068850144,2019-11-30 16:48:57,,2019-11-30 16:49:26,700264268.0,1.30205,103.861841,1.304013,103.8748426,3,1180,1.7,126485,0.0,3592211901855039488,3592210355666812928,3592211900781297664,3592210354593071104,3592211913666199552,3592210367477972992,186,1,0,1,day_nonpeak,1,,,,
RB-3068886470,2019-11-30 16:57:56,2019-11-30 17:03:30,2019-11-30 17:31:54,700122734.0,1.304287155676473,103.86056654155254,1.304013,103.8748426,1,1260,1.7,126485,0.0,3592211925477359616,3592210355666812928,3592211926551101440,3592210354593071104,3592211913666199552,3592210367477972992,187,1,1,0,day_nonpeak,1,0 days 00:05:34,0 days 00:28:24,0 days 00:05:34,0 days 00:28:24
RB-3010145393,2019-11-15 12:56:10,2019-11-15 12:59:42,2019-11-15 13:10:01,700287590.0,1.298186,103.854841,1.303994,103.83197,1,600,1.0,130269,0.0,3592211850315431936,3592211749383700480,3592211849241690112,3592211746162475008,3592211844946722816,3592211741867507712,188,1,1,0,day_nonpeak,0,0 days 00:03:32,0 days 00:10:19,0 days 00:03:32,0 days 00:10:19
RB-3011182073,2019-11-15 17:00:28,2019-11-15 17:08:21,2019-11-15 17:20:07,700275710.0,1.295976,103.830504,1.298186,103.854841,1,900,1.5,130269,0.0,3592211710728994816,3592211850315431936,3592211711802736640,3592211849241690112,3592211707507769344,3592211844946722816,189,1,1,0,pm_peak,0,0 days 00:07:53,0 days 00:11:46,0 days 00:07:53,0 days 00:11:46
RB-3011919995,2019-11-15 19:16:34,2019-11-15 19:22:03,2019-11-15 19:29:04,700634464.0,1.298186,103.854841,1.294695,103.855575,1,750,1.600000023841858,130269,0.0,3592211850315431936,3592211852462915584,3592211849241690112,3592211849241690112,3592211844946722816,3592211844946722816,190,1,1,0,pm_peak,0,0 days 00:05:29,0 days 00:07:01,0 days 00:05:29,0 days 00:07:01
RB-3012720802,2019-11-15 22:51:04,2019-11-15 23:00:14,2019-11-15 23:06:49,700367568.0,1.294761,103.855439,1.298186,103.854841,1,800,1.600000023841858,130269,0.0,3592211852462915584,3592211850315431936,3592211849241690112,3592211849241690112,3592211844946722816,3592211844946722816,191,1,1,0,pm_peak,0,0 days 00:09:10,0 days 00:06:35,0 days 00:09:10,0 days 00:06:35
RB-3014521569,2019-11-16 14:45:06,2019-11-16 14:48:23,2019-11-16 14:56:22,700281811.0,1.298186,103.854841,1.28184,103.85883,1,600,1.0,130269,0.0,3592211850315431936,3592211163120664576,3592211849241690112,3592211162046922752,3592211844946722816,3592211157751955456,192,1,1,0,day_nonpeak,1,0 days 00:03:17,0 days 00:07:59,0 days 00:03:17,0 days 00:07:59
RB-3017422470,2019-11-17 14:13:15,2019-11-17 14:17:08,2019-11-17 14:31:19,700285889.0,1.298186,103.854841,1.305167,103.83239,1,790,1.2000000476837158,130269,0.0,3592211850315431936,3592211749383700480,3592211849241690112,3592211746162475008,3592211844946722816,3592211741867507712,193,1,1,0,day_nonpeak,1,0 days 00:03:53,0 days 00:14:11,0 days 00:03:53,0 days 00:14:11
RB-3017927951,2019-11-17 17:17:39,2019-11-17 17:20:16,2019-11-17 17:30:28,700285380.0,1.305167,103.83239,1.298186,103.854841,1,1140,2.0,130269,0.0,3592211749383700480,3592211850315431936,3592211746162475008,3592211849241690112,3592211741867507712,3592211844946722816,194,1,1,0,pm_peak,1,0 days 00:02:37,0 days 00:10:12,0 days 00:02:37,0 days 00:10:12
RB-3018095108,2019-11-17 18:13:25,2019-11-17 18:18:01,2019-11-17 18:28:14,700229500.0,1.298186,103.854841,1.290764,103.837365,1,690,1.2000000476837158,130269,0.0,3592211850315431936,3592211818103177216,3592211849241690112,3592211814881951744,3592211844946722816,3592211810586984448,195,1,1,0,pm_peak,1,0 days 00:04:36,0 days 00:10:13,0 days 00:04:36,0 days 00:10:13
RB-3018372437,2019-11-17 19:50:21,2019-11-17 19:56:28,2019-11-17 20:04:39,700234761.0,1.290764,103.837365,1.298186,103.854841,1,600,1.0,130269,0.0,3592211818103177216,3592211850315431936,3592211814881951744,3592211849241690112,3592211810586984448,3592211844946722816,196,1,1,0,pm_peak,1,0 days 00:06:07,0 days 00:08:11,0 days 00:06:07,0 days 00:08:11
RB-2974974262,2019-11-06 11:51:31,2019-11-06 11:56:56,2019-11-06 12:10:03,700551107.0,1.297693,103.888301,1.3609,103.9901,1,1360,1.0,130581,0.0,3592210441566158848,3592250215110803456,3592210440492417024,3592250211889577984,3592210436197449728,3592250224774479872,197,1,1,0,day_nonpeak,0,0 days 00:05:25,0 days 00:13:07,0 days 00:05:25,0 days 00:13:07
RB-2999990650,2019-11-12 20:03:27,2019-11-12 20:07:46,2019-11-12 20:24:47,700232681.0,1.309623,103.92482,1.282329,103.847521,1,1100,1.0,130592,0.0,3592221735182663680,3592211195332919296,3592221736256405504,3592211196406661120,3592221740551372800,3592211192111693824,198,1,1,0,pm_peak,0,0 days 00:04:19,0 days 00:17:01,0 days 00:04:19,0 days 00:17:01
RB-3002176246,2019-11-13 13:22:05,2019-11-13 13:27:40,2019-11-13 13:45:12,700245382.0,1.309623,103.92482,1.33309,103.901893,1,710,1.0,130592,0.0,3592221735182663680,3592209975562207232,3592221736256405504,3592209976635949056,3592221740551372800,3592209989520850944,199,1,1,0,day_nonpeak,0,0 days 00:05:35,0 days 00:17:32,0 days 00:05:35,0 days 00:17:32
RB-3023724300,2019-11-19 09:28:05,2019-11-19 09:31:56,2019-11-19 09:46:59,700143371.0,1.309623,103.92482,1.33309,103.901893,1,920,1.2999999523162842,130592,0.0,3592221735182663680,3592209975562207232,3592221736256405504,3592209976635949056,3592221740551372800,3592209989520850944,200,1,1,0,am_peak,0,0 days 00:03:51,0 days 00:15:03,0 days 00:03:51,0 days 00:15:03
RB-3037287475,2019-11-22 13:09:20,2019-11-22 13:13:19,2019-11-22 13:28:24,700690035.0,1.309449,103.924692,1.302641,103.852277,1,1020,1.0,130592,0.0,3592221735182663680,3592211946952196096,3592221736256405504,3592211943730970624,3592221740551372800,3592211948025937920,201,1,1,0,day_nonpeak,0,0 days 00:03:59,0 days 00:15:05,0 days 00:03:59,0 days 00:15:05
RB-3043320715,2019-11-23 22:03:03,2019-11-23 22:10:18,2019-11-23 22:20:17,700302123.0,1.3126088856412157,103.7649880349636,1.3054093,103.783095,1,700,1.2000000476837158,130620,0.0,3592212848895328256,3592212636294447104,3592212845674102784,3592212639515672576,3592212841379135488,3592212635220705280,202,1,1,0,pm_peak,1,0 days 00:07:15,0 days 00:09:59,0 days 00:07:15,0 days 00:09:59
RB-3045662264,2019-11-24 18:54:50,2019-11-24 19:02:33,2019-11-24 19:12:59,700261328.0,1.3126088856412157,103.7649880349636,1.3054093,103.783095,1,700,1.0,130620,0.0,3592212848895328256,3592212636294447104,3592212845674102784,3592212639515672576,3592212841379135488,3592212635220705280,203,1,1,0,pm_peak,1,0 days 00:07:43,0 days 00:10:26,0 days 00:07:43,0 days 00:10:26
RB-3046476752,2019-11-25 05:25:58,,2019-11-25 05:29:16,,1.3053476942709976,103.7829414010048,1.355648,103.987215,2,1900,1.0,130620,0.0,3592212636294447104,3592250232290672640,3592212639515672576,3592250229069447168,3592212635220705280,3592250224774479872,204,1,0,1,midnight,0,,,,
RB-2961566896,2019-11-02 18:32:57,2019-11-02 18:37:51,2019-11-02 18:47:26,700267516.0,1.304186,103.837088,1.280332,103.84683,1,900,1.399999976158142,130730,0.0,3592211775153504256,3592211197480402944,3592211771932278784,3592211196406661120,3592211776227246080,3592211192111693824,205,1,1,0,pm_peak,1,0 days 00:04:54,0 days 00:09:35,0 days 00:04:54,0 days 00:09:35
RB-2963436612,2019-11-03 11:41:16,2019-11-03 11:45:40,2019-11-03 11:56:22,700250550.0,1.304186,103.837088,1.299807,103.849885,1,640,1.2000000476837158,130730,0.0,3592211775153504256,3592211951247163392,3592211771932278784,3592211952320905216,3592211776227246080,3592211948025937920,206,1,1,0,day_nonpeak,1,0 days 00:04:24,0 days 00:10:42,0 days 00:04:24,0 days 00:10:42
RB-2963635487,2019-11-03 12:50:15,2019-11-03 12:53:21,2019-11-03 12:57:43,700240011.0,1.299807,103.849885,1.300773,103.859056,1,600,1.0,130730,0.0,3592211951247163392,3592211899707555840,3592211952320905216,3592211900781297664,3592211948025937920,3592211913666199552,207,1,1,0,day_nonpeak,1,0 days 00:03:06,0 days 00:04:22,0 days 00:03:06,0 days 00:04:22
RB-2963774033,2019-11-03 13:35:51,2019-11-03 13:39:22,2019-11-03 13:52:12,700477312.0,1.300982,103.859557,1.300886,103.838358,1,630,1.0,130730,0.0,3592211901855039488,3592211764416086016,3592211900781297664,3592211763342344192,3592211913666199552,3592211776227246080,208,1,1,0,day_nonpeak,1,0 days 00:03:31,0 days 00:12:50,0 days 00:03:31,0 days 00:12:50
RB-2964727374,2019-11-03 18:31:02,2019-11-03 18:37:00,2019-11-03 18:52:36,700288341.0,1.304186,103.837088,1.282141,103.847711,1,1070,1.7000000476837158,130730,0.0,3592211775153504256,3592211195332919296,3592211771932278784,3592211196406661120,3592211776227246080,3592211192111693824,209,1,1,0,pm_peak,1,0 days 00:05:58,0 days 00:15:36,0 days 00:05:58,0 days 00:15:36
RB-2965445710,2019-11-03 22:28:21,2019-11-03 22:33:03,2019-11-03 22:44:19,700121784.0,1.299381,103.888805,1.304186,103.837088,1,1380,1.5,130730,0.0,3592210327749525504,3592211775153504256,3592210328823267328,3592211771932278784,3592210333118234624,3592211776227246080,210,1,1,0,pm_peak,1,0 days 00:04:42,0 days 00:11:16,0 days 00:04:42,0 days 00:11:16
RB-2966428944,2019-11-04 09:10:17,2019-11-04 09:15:30,2019-11-04 09:29:11,700426278.0,1.304517,103.837397,1.283397,103.860753,1,940,1.2999999523162842,130730,0.0,3592211775153504256,3592211158825697280,3592211771932278784,3592211162046922752,3592211776227246080,3592211157751955456,211,1,1,0,am_peak,0,0 days 00:05:13,0 days 00:13:41,0 days 00:05:13,0 days 00:13:41
RB-2967633664,2019-11-04 15:12:15,2019-11-04 15:15:57,2019-11-04 15:31:04,700181815.0,1.283057,103.859639,1.304517,103.837397,1,910,1.0,130730,0.0,3592211158825697280,3592211775153504256,3592211162046922752,3592211771932278784,3592211157751955456,3592211776227246080,212,1,1,0,day_nonpeak,0,0 days 00:03:42,0 days 00:15:07,0 days 00:03:42,0 days 00:15:07
RB-2968463332,2019-11-04 18:15:27,2019-11-04 18:22:22,2019-11-04 18:30:21,700250711.0,1.304377,103.837436,1.290417,103.851811,1,930,1.600000023841858,130730,0.0,3592211775153504256,3592211858905366528,3592211771932278784,3592211857831624704,3592211776227246080,3592211844946722816,213,1,1,0,pm_peak,0,0 days 00:06:55,0 days 00:07:59,0 days 00:06:55,0 days 00:07:59
RB-2969942703,2019-11-05 07:41:56,,2019-11-05 08:13:10,700193805.0,1.304305,103.837438,1.355648,103.987215,1,2180,1.399999976158142,130730,0.0,3592211775153504256,3592250232290672640,3592211771932278784,3592250229069447168,3592211776227246080,3592250224774479872,214,1,1,0,am_peak,0,,,,
RB-3070386552,2019-11-30 23:13:34,,2019-11-30 23:16:57,,1.30362,103.87701,1.31168,103.826432,4,1950,1.9,130989,0.0,3592210353519329280,3592212189617848320,3592210354593071104,3592212192839073792,3592210367477972992,3592212188544106496,215,1,0,1,pm_peak,1,,,,
RB-2978963655,2019-11-07 11:35:13,2019-11-07 11:38:13,2019-11-07 12:04:28,700323382.0,1.36513,103.771721,1.277785,103.843783,1,2450,1.600000023841858,131039,3.0,3592203079992213504,3592211609797263360,3592203078918471680,3592211608723521536,3592203083213438976,3592211604428554240,216,1,1,0,day_nonpeak,0,0 days 00:03:00,0 days 00:26:15,0 days 00:03:00,0 days 00:26:15
RB-2979454661,2019-11-07 14:04:09,2019-11-07 14:08:15,2019-11-07 14:33:52,700488094.0,1.277785,103.843783,1.36513,103.771721,1,1410,1.0,131039,2.1,3592211609797263360,3592203079992213504,3592211608723521536,3592203078918471680,3592211604428554240,3592203083213438976,217,1,1,0,day_nonpeak,0,0 days 00:04:06,0 days 00:25:37,0 days 00:04:06,0 days 00:25:37
RB-2994508013,2019-11-11 14:14:23,2019-11-11 14:18:51,2019-11-11 14:32:04,700650193.0,1.36513,103.771721,1.316689,103.838819,1,1060,1.0,131039,0.0,3592203079992213504,3592212168143011840,3592203078918471680,3592212167069270016,3592203083213438976,3592212154184368128,218,1,1,0,day_nonpeak,0,0 days 00:04:28,0 days 00:13:13,0 days 00:04:28,0 days 00:13:13
RB-2997860758,2019-11-12 11:15:38,2019-11-12 11:19:46,2019-11-12 11:27:17,700235516.0,1.36539,103.77189,1.336735,103.783777,1,740,1.2000000476837158,131039,0.0,3592203079992213504,3592201860221501440,3592203078918471680,3592201859147759616,3592203083213438976,3592201846262857728,219,1,1,0,day_nonpeak,0,0 days 00:04:08,0 days 00:07:31,0 days 00:04:08,0 days 00:07:31
RB-2998172535,2019-11-12 12:58:17,,2019-11-12 13:03:20,700225086.0,1.336233,103.783672,1.36539,103.77189,3,660,1.100000023841858,131039,0.0,3592201819419312128,3592203079992213504,3592201816198086656,3592203078918471680,3592201811903119360,3592203083213438976,220,1,0,1,day_nonpeak,0,,,,
RB-2998189725,2019-11-12 13:03:25,2019-11-12 13:06:06,2019-11-12 13:17:38,700357543.0,1.336233,103.783672,1.36539,103.77189,1,600,1.0,131039,0.0,3592201819419312128,3592203079992213504,3592201816198086656,3592203078918471680,3592201811903119360,3592203083213438976,221,1,1,0,day_nonpeak,0,0 days 00:02:41,0 days 00:11:32,0 days 00:02:41,0 days 00:11:32
RB-3001825502,2019-11-13 11:31:16,2019-11-13 11:38:03,2019-11-13 12:01:23,700421765.0,1.365404,103.771885,1.302257,103.834563,1,1780,1.5,131039,0.0,3592203079992213504,3592211766563569664,3592203078918471680,3592211763342344192,3592203083213438976,3592211776227246080,222,1,1,0,day_nonpeak,0,0 days 00:06:47,0 days 00:23:20,0 days 00:06:47,0 days 00:23:20
RB-3032247318,2019-11-21 10:19:25,,2019-11-21 10:20:32,,1.365398,103.771874,1.336735,103.783777,2,620,1.0,131039,0.0,3592203079992213504,3592201860221501440,3592203078918471680,3592201859147759616,3592203083213438976,3592201846262857728,223,2,1,1,day_nonpeak,0,0 days 00:11:35,0 days 00:08:36,0 days 00:11:35,0 days 00:08:36
RB-3032257871,2019-11-21 10:22:21,2019-11-21 10:31:00,2019-11-21 10:39:36,700318943.0,1.365398,103.771874,1.336735,103.783777,1,620,1.0,131039,0.0,3592203079992213504,3592201860221501440,3592203078918471680,3592201859147759616,3592203083213438976,3592201846262857728,223,2,1,1,day_nonpeak,0,0 days 00:11:35,0 days 00:08:36,0 days 00:11:35,0 days 00:08:36
RB-2993045600,2019-11-11 07:33:38,,2019-11-11 07:34:34,700718341.0,1.3058950580419268,103.83625332266092,1.3074115,103.8200692,3,790,1.2999999523162842,131182,0.0,3592211773006020608,3592212378596409344,3592211771932278784,3592212381817634816,3592211776227246080,3592212394702536704,224,1,0,1,am_peak,0,,,,
RB-3070450269,2019-11-30 23:40:21,,2019-11-30 23:43:54,,1.30278,103.877364,1.280483,103.850593,4,1870,2.0,131335,0.0,3592210381436616704,3592211199627886592,3592210380362874880,3592211196406661120,3592210367477972992,3592211192111693824,225,4,0,4,pm_peak,1,,,,
RB-3070458267,2019-11-30 23:44:23,,2019-11-30 23:47:55,,1.30278,103.877364,1.280483,103.850593,4,1780,1.9,131335,0.0,3592210381436616704,3592211199627886592,3592210380362874880,3592211196406661120,3592210367477972992,3592211192111693824,225,4,0,4,pm_peak,1,,,,
RB-3070465634,2019-11-30 23:48:15,,2019-11-30 23:51:36,,1.30278,103.877364,1.280483,103.850593,4,1780,1.9,131335,0.0,3592210381436616704,3592211199627886592,3592210380362874880,3592211196406661120,3592210367477972992,3592211192111693824,225,4,0,4,pm_peak,1,,,,
RB-3070472062,2019-11-30 23:51:46,,2019-11-30 23:55:19,,1.30278,103.877364,1.280483,103.850593,4,1870,2.0,131335,0.0,3592210381436616704,3592211199627886592,3592210380362874880,3592211196406661120,3592210367477972992,3592211192111693824,225,4,0,4,pm_peak,1,,,,
RB-3070481170,2019-11-30 23:57:03,,2019-12-01 00:00:36,,1.30278,103.877364,1.280483,103.850593,4,1870,2.0,131335,0.0,3592210381436616704,3592211199627886592,3592210380362874880,3592211196406661120,3592210367477972992,3592211192111693824,226,1,0,1,pm_peak,1,,,,
RB-2955623412,2019-11-01 12:51:18,2019-11-01 12:58:10,2019-11-01 13:05:43,700663826.0,1.299528,103.789248,1.29819,103.80101,1,600,1.0,131965,0.6,3592212537510199296,3592212479528140800,3592212536436457472,3592212476306915328,3592212532141490176,3592212463422013440,227,1,1,0,day_nonpeak,0,0 days 00:06:52,0 days 00:07:33,0 days 00:06:52,0 days 00:07:33
RB-2955800075,2019-11-01 13:32:57,2019-11-01 13:35:28,2019-11-01 13:41:05,700302547.0,1.29819,103.80101,1.299528,103.789248,1,600,1.0,131965,0.6,3592212479528140800,3592212537510199296,3592212476306915328,3592212536436457472,3592212463422013440,3592212532141490176,228,1,1,0,day_nonpeak,0,0 days 00:02:31,0 days 00:05:37,0 days 00:02:31,0 days 00:05:37
RB-2958941254,2019-11-02 01:17:09,,2019-11-02 01:19:55,700232607.0,1.280539,103.841694,1.28073,103.78701,3,1830,1.600000023841858,131965,0.0,3592211631272099840,3592214096583327744,3592211634493325312,3592214099804553216,3592211638788292608,3592214112689455104,229,2,0,2,midnight,1,,,,
RB-2958943741,2019-11-02 01:21:10,,2019-11-02 01:21:24,,1.280608,103.841606,1.28073,103.78701,2,1940,1.7000000476837158,131965,0.0,3592211631272099840,3592214096583327744,3592211634493325312,3592214099804553216,3592211638788292608,3592214112689455104,229,2,0,2,midnight,1,,,,
RB-2959769704,2019-11-02 11:08:23,2019-11-02 11:18:10,2019-11-02 11:36:19,700128421.0,1.314847,103.90529,1.277144,103.845885,1,1430,1.2999999523162842,131965,0.0,3592210108706193408,3592211223250206720,3592210105484967936,3592211222176464896,3592210092600066048,3592211226471432192,230,1,1,0,day_nonpeak,1,0 days 00:09:47,0 days 00:18:09,0 days 00:09:47,0 days 00:18:09
RB-2965983929,2019-11-04 07:26:35,2019-11-04 07:33:13,2019-11-04 07:53:19,700131429.0,1.314847,103.90529,1.274275,103.845674,1,1370,1.2000000476837158,131965,1.3,3592210108706193408,3592211229692657664,3592210105484967936,3592211230766399488,3592210092600066048,3592211226471432192,231,1,1,0,am_peak,0,0 days 00:06:38,0 days 00:20:06,0 days 00:06:38,0 days 00:20:06
RB-2970366507,2019-11-05 09:32:10,2019-11-05 09:33:16,2019-11-05 09:46:40,700290982.0,1.302648,103.833966,1.300997,103.789714,1,890,1.100000023841858,131965,0.8,3592211766563569664,3592212537510199296,3592211763342344192,3592212536436457472,3592211776227246080,3592212532141490176,232,1,1,0,am_peak,0,0 days 00:01:06,0 days 00:13:24,0 days 00:01:06,0 days 00:13:24
RB-2971868364,2019-11-05 16:48:29,,2019-11-05 16:49:32,700291690.0,1.299528,103.789248,1.302648,103.833966,3,890,1.0,131965,0.8,3592212537510199296,3592211766563569664,3592212536436457472,3592211763342344192,3592212532141490176,3592211776227246080,233,2,1,1,day_nonpeak,0,0 days 00:05:21,0 days 00:13:45,0 days 00:05:21,0 days 00:13:45
RB-2971873381,2019-11-05 16:49:35,2019-11-05 16:53:50,2019-11-05 17:07:35,700434636.0,1.299528,103.789248,1.302648,103.833966,1,980,1.100000023841858,131965,0.9,3592212537510199296,3592211766563569664,3592212536436457472,3592211763342344192,3592212532141490176,3592211776227246080,233,2,1,1,day_nonpeak,0,0 days 00:05:21,0 days 00:13:45,0 days 00:05:21,0 days 00:13:45
RB-2972323111,2019-11-05 18:10:21,2019-11-05 18:16:36,2019-11-05 18:35:24,700146698.0,1.302394,103.834374,1.314847,103.90529,1,1360,1.399999976158142,131965,1.3,3592211766563569664,3592210108706193408,3592211763342344192,3592210105484967936,3592211776227246080,3592210092600066048,234,1,1,0,pm_peak,0,0 days 00:06:15,0 days 00:18:48,0 days 00:06:15,0 days 00:18:48
RB-2977234546,2019-11-06 20:38:28,2019-11-06 20:42:05,2019-11-06 20:51:26,700276661.0,1.299402,103.858502,1.314847,103.90529,1,780,1.0,131965,0.0,3592211897560072192,3592210108706193408,3592211900781297664,3592210105484967936,3592211913666199552,3592210092600066048,235,1,1,0,pm_peak,0,0 days 00:03:37,0 days 00:09:21,0 days 00:03:37,0 days 00:09:21
RB-2979470850,2019-11-07 14:08:41,2019-11-07 14:14:35,2019-11-07 14:29:03,700147157.0,1.299528,103.789248,1.274275,103.845674,1,930,1.0,131965,0.0,3592212537510199296,3592211229692657664,3592212536436457472,3592211230766399488,3592212532141490176,3592211226471432192,236,1,1,0,day_nonpeak,0,0 days 00:05:54,0 days 00:14:28,0 days 00:05:54,0 days 00:14:28
RB-2980396299,2019-11-07 17:44:57,2019-11-07 17:47:34,2019-11-07 18:09:41,700267437.0,1.303009,103.849663,1.314847,103.90529,1,1190,1.2999999523162842,131965,0.0,3592211949099679744,3592210108706193408,3592211952320905216,3592210105484967936,3592211948025937920,3592210092600066048,237,1,1,0,pm_peak,0,0 days 00:02:37,0 days 00:22:07,0 days 00:02:37,0 days 00:22:07
RB-3017862681,2019-11-17 16:55:42,2019-11-17 17:06:01,2019-11-17 17:15:00,700119587.0,1.3058407574159647,103.81057485938072,1.3039937,103.8319701,1,700,1.2000000476837158,131965,0.0,3592212389333827584,3592211749383700480,3592212390407569408,3592211746162475008,3592212394702536704,3592211741867507712,238,1,1,0,day_nonpeak,1,0 days 00:10:19,0 days 00:08:59,0 days 00:10:19,0 days 00:08:59
RB-3032117197,2019-11-21 09:43:58,2019-11-21 09:46:26,2019-11-21 10:10:21,700627050.0,1.3149575478895783,103.90527192503214,1.299528,103.789248,1,1580,1.0,131965,0.0,3592210108706193408,3592212537510199296,3592210105484967936,3592212536436457472,3592210092600066048,3592212532141490176,239,1,1,0,am_peak,0,0 days 00:02:28,0 days 00:23:55,0 days 00:02:28,0 days 00:23:55
RB-3041064548,2019-11-23 11:29:58,2019-11-23 11:34:35,2019-11-23 11:56:24,700572925.0,1.314847,103.90529,1.30019,103.845131,1,880,1.0,131965,0.0,3592210108706193408,3592211953394647040,3592210105484967936,3592211952320905216,3592210092600066048,3592211948025937920,240,1,1,0,day_nonpeak,1,0 days 00:04:37,0 days 00:21:49,0 days 00:04:37,0 days 00:21:49
RB-3059190635,2019-11-28 10:31:12,2019-11-28 10:34:41,2019-11-28 10:57:51,700245787.0,1.315112,103.90494,1.299528,103.789248,1,1450,1.0,131965,0.0,3592210108706193408,3592212537510199296,3592210105484967936,3592212536436457472,3592210092600066048,3592212532141490176,241,1,1,0,day_nonpeak,0,0 days 00:03:29,0 days 00:23:10,0 days 00:03:29,0 days 00:23:10
RB-3061572961,2019-11-28 20:15:54,2019-11-28 20:25:54,2019-11-28 20:40:58,700154640.0,1.300308,103.845521,1.315112,103.90494,1,1310,1.3,131965,0.0,3592211953394647040,3592210108706193408,3592211952320905216,3592210105484967936,3592211948025937920,3592210092600066048,242,1,1,0,pm_peak,0,0 days 00:10:00,0 days 00:15:04,0 days 00:10:00,0 days 00:15:04
RB-3063253774,2019-11-29 10:36:09,2019-11-29 10:41:44,2019-11-29 11:09:22,700449806.0,1.356483,103.987604,1.297281,103.840238,1,1720,1.1,131984,0.0,3592250225848221696,3592211800923308032,3592250229069447168,3592211797702082560,3592250224774479872,3592211810586984448,243,1,1,0,day_nonpeak,0,0 days 00:05:35,0 days 00:27:38,0 days 00:05:35,0 days 00:27:38
RB-3063429431,2019-11-29 11:24:31,2019-11-29 11:27:18,2019-11-29 11:41:08,700283514.0,1.297281,103.840238,1.292235,103.78664,1,990,1.0,131984,0.0,3592211800923308032,3592212593344774144,3592211797702082560,3592212596565999616,3592211810586984448,3592212600860966912,244,1,1,0,day_nonpeak,0,0 days 00:02:47,0 days 00:13:50,0 days 00:02:47,0 days 00:13:50
RB-3065438532,2019-11-29 18:30:55,,2019-11-29 18:43:27,700395824.0,1.292235,103.78664,1.303857,103.83305,3,1650,1.6,131984,0.0,3592212593344774144,3592211749383700480,3592212596565999616,3592211746162475008,3592212600860966912,3592211741867507712,245,1,0,1,pm_peak,0,,,,
RB-3065508374,2019-11-29 18:43:32,,2019-11-29 18:47:04,,1.292235,103.78664,1.303857,103.83305,4,1650,1.6,131984,0.0,3592212593344774144,3592211749383700480,3592212596565999616,3592211746162475008,3592212600860966912,3592211741867507712,246,3,0,3,pm_peak,0,,,,
RB-3065527806,2019-11-29 18:47:14,,2019-11-29 18:50:47,,1.292235,103.78664,1.303857,103.83305,4,1650,1.6,131984,0.0,3592212593344774144,3592211749383700480,3592212596565999616,3592211746162475008,3592212600860966912,3592211741867507712,246,3,0,3,pm_peak,0,,,,
RB-3065549942,2019-11-29 18:51:36,,2019-11-29 18:55:09,,1.292235,103.78664,1.303857,103.83305,4,1650,1.6,131984,0.0,3592212593344774144,3592211749383700480,3592212596565999616,3592211746162475008,3592212600860966912,3592211741867507712,246,3,0,3,pm_peak,0,,,,
RB-3068489286,2019-11-30 15:13:38,2019-11-30 15:18:40,2019-11-30 15:27:07,700665212.0,1.289225,103.844268,1.297281,103.840238,1,700,1.2,131984,0.0,3592211826693111808,3592211800923308032,3592211823471886336,3592211797702082560,3592211810586984448,3592211810586984448,247,1,1,0,day_nonpeak,1,0 days 00:05:02,0 days 00:08:27,0 days 00:05:02,0 days 00:08:27
RB-3070454992,2019-11-30 23:42:40,,2019-11-30 23:43:20,,1.301892,103.876637,1.280483,103.850593,2,1870,2.0,131984,0.0,3592210379289133056,3592211199627886592,3592210380362874880,3592211196406661120,3592210367477972992,3592211192111693824,248,1,0,1,pm_peak,1,,,,
RB-3069038618,2019-11-30 17:34:33,2019-11-30 17:41:22,2019-11-30 18:33:55,700155585.0,1.332288,103.742763,1.294094,103.853722,1,3140,2.25,132075,0.0,3592201310465687552,3592211852462915584,3592201309391945728,3592211849241690112,3592201296507043840,3592211844946722816,249,1,1,0,pm_peak,1,0 days 00:06:49,0 days 00:52:33,0 days 00:06:49,0 days 00:52:33
RB-2983508843,2019-11-08 13:07:15,2019-11-08 13:15:17,2019-11-08 13:31:14,700123401.0,1.293431,103.827944,1.297903,103.787588,1,680,1.0,132085,0.0,3592211706434027520,3592212582607355904,3592211703212802048,3592212579386130432,3592211707507769344,3592212566501228544,250,1,1,0,day_nonpeak,0,0 days 00:08:02,0 days 00:15:57,0 days 00:08:02,0 days 00:15:57
